rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,attr-depend-on-normalage,sex,blood-pressure,native_country,marital,age-Australia-pyramidal
rec-5908-dup-0,,kyra,maklennan,2994,prisbane,,6011 8081 5570 9827,53997.97,103,132976.9,107,57,f,76.832,Australia,Married,2
rec-5908-dup-1,female,ckyra,maclenan,2903,brisbane,02 0468 0236,6011 8081 5570 69827,53997.97,103,132976.9,100,57,f,76.832,Australia,Married,2
rec-5908-org,female,kyra,maclennan,2904,brisbane,02 0468 0236,6011 8081 5570 9827,53997.97,103,132976.9,107,57,f,76.832,Australia,Married,2
rec-5909-dup-0,male,charlote,lean,29q4,jydney,02 0011 1018,4539 9294 5053 4989,40134.61,1,87332.2,4,27,f,75.840,united state of america,Single,13
rec-5909-dup-1,,charlodte,lesne,2914,sydney,,4539 9294 5053 4989,40134.61,1,87332.2,4,27,f,75.840,united state of america,Single,13
rec-5909-dup-2,,charlott,lean,2915,sydney,,4539 9294 5053 4989,40134.61,1,87332.2,44,27,f,75.840,united state of america,Single,13
rec-5909-org,male,charlotte,leane,2914,sydney,02 0011 1018,4539 9294 5053 4989,40134.61,1,87332.2,44,27,f,75.840,united state of america,Single,13
rec-5910-org,female,alivia,noble,2602,perth,02 7850 8187,3548 5655 5872 1291,61636.08,104,96337.4,103,34,na,75.339,united state of america,Seperated,45
rec-5911-dup-0,male,zara-louise,tutco,2630,melbourne,,5316 7123 0419 93989,21013.92,14,71149.8,18,44,na,72.832,India,Married,39
rec-5911-org,male,sara-louise,turco,2620,melbourne,04 0044 1362,5316 7123 0419 9399,21013.92,14,71149.8,18,44,na,72.832,India,Married,39
rec-5912-dup-0,female,alisa,banham,missing,hobart,,4929 34696 1680 3978,52314.71,84,37995.1,08,54,f,70.633,Australia,Married,82
rec-5912-dup-1,female,alija,panham,2y11,hobart,,4929 3696 1680 3978,52314.71,84,37995.1,48,54,f,70.633,Australia,Married,82
rec-5912-dup-2,,alija,banham,2611,hoba5t,,4929 366 1680 3978,52314.71,84,37995.1,68,54,f,70.633,Australia,Married,82
rec-5912-org,female,aliza,banham,2611,hobart,02 5580 7424,4929 3696 1680 3978,52314.71,84,37995.1,68,54,f,70.633,Australia,Married,82
rec-5913-org,male,mia,simmonds,2602,sydney,04 1680 3096,6011 9220 2656 2628,34297.25,53,162037.3,106,42,f,71.588,Australia,Married,2
rec-5914-dup-0,,cori,fitzpatrikk,2904,melbourne,,4539 3967 385 2289,73805.63,44,59228.5,34,39,f,79.758,japan,Married,36
rec-5914-dup-1,,korie,fitzpatrick,2905,melbourn,,4539 3967 3785 2289,73805.63,44,59228.5,34,39,f,79.758,japan,Married,36
rec-5914-dup-2,,coorie,fitzpatrick,2994,melbourne,,4539 39627 3785 2289,73805.63,44,59228.5,34,39,f,79.758,japan,Married,36
rec-5914-org,male,corie,fitzpatrick,2904,melbourne,02 5379 8880,4539 3967 3785 2289,73805.63,44,59228.5,34,39,f,79.758,japan,Married,36
rec-5915-org,male,jacqueline,boxhall,2615,sydney,07 4270 4124,4328 1381 1367 2583,27728.11,2,56123.5,96,45,m,76.910,Australia,Divorced,38
rec-5916-org,female,georgia,millar,2617,sydney,02 3413 9040,5146 3138 8984 4339,34084.37,44,119012.9,30,68,na,71.063,japan,Widowed,21
rec-5917-dup-0,,willo,joraslafscky,2602,perty,,5242 1089 9515 6492,27959.15,14,88370.5,109,81,m,74.276,Australia,Married,27
rec-5917-org,female,willow,joraslafsky,2602,perth,02 9970 8118,5242 1089 9515 6492,27959.15,14,88370.5,109,81,m,74.276,Australia,Married,27
rec-5918-dup-0,,madison,schaller,261r,pert,02 5663 1982,4024 0071 794 6504,82510.00,53,39426.4,54,63,na,75.093,Srilanka,Divorced,76
rec-5918-org,male,madison,schaller,2615,perth,02 5663 1982,4024 0071 3794 6504,82510.00,53,39426.4,56,63,na,75.093,Srilanka,Divorced,76
rec-5919-org,male,lauren,prak,2607,sydney,08 6963 8658,4716 4853 5349 6441,75395.05,74,77595.7,65,55,f,78.631,united state of america,Married,4
rec-5920-dup-0,,alexis,mcclozkey,2602,melbourne,,4539 6959 84029 0554,42500.19,34,76906.2,04,60,f,81.976,japan,Married,42
rec-5920-dup-1,,aleecsis,mccloskey,2602,melvourne,,4539 959 8409 0554,42500.19,34,76906.2,84,60,f,81.976,japan,Married,42
rec-5920-org,male,alexis,mccloskey,2602,melbourne,07 4289 2589,4539 6959 8409 0554,42500.19,34,76906.2,84,60,f,81.976,japan,Married,42
rec-5921-org,male,bridget,mccaffrey,2913,sydney,03 0860 3668,4929 0733 0333 4251,73336.61,29,17630.3,97,21,na,76.513,japan,Single,23
rec-5922-dup-0,male,sophi,campbel,26q5,melbourn,08 1453 2861,4539 0650 2531 01783,1944.82,31,89749.2,71,41,m,72.351,India,Married,2
rec-5922-dup-1,male,sophi,campbel,missing,melnourne,,4539 0650 2531 1783,1944.82,31,89749.2,71,41,m,72.351,India,Married,2
rec-5922-org,male,sophie,campbell,2615,melbourne,08 1453 2861,4539 0650 2531 1783,1944.82,31,89749.2,71,41,m,72.351,India,Married,2
rec-5923-org,male,jessica,nguyen,2602,sydney,02 1840 9869,4556 5105 0983 8247,48466.24,10,49560.7,83,64,m,76.648,Australia,Married,37
rec-5924-dup-0,,hanah,tschirn,26q7,canberra,,4532 3538 5380 0458,45135.65,55,30734.9,49,43,na,81.559,united state of america,Married,41
rec-5924-dup-1,male,hanah,tschirn,2627,,,4532 3538 53280 0458,45135.65,55,30734.9,94,43,na,81.559,united state of america,Married,41
rec-5924-org,male,hannah,tschirn,2617,canberra,03 2211 1046,4532 3538 5380 0458,45135.65,55,30734.9,94,43,na,81.559,united state of america,Married,41
rec-5925-org,female,ellie,burford,2603,sydney,04 6919 7800,5526 6389 1318 9339,60309.50,25,8452.8,99,39,na,78.919,Australia,Single,32
rec-5926-dup-0,male,georjia,heam,missing,dydney,,5587 4321 7337 3957,39046.21,118,62512.8,103,18,m,85.921,India,Single,12
rec-5926-dup-1,,geoahgia,heaahn,2607,,04 8793 6865,5587 421 7337 3957,39046.21,118,62512.8,103,18,m,85.921,India,Single,12
rec-5926-dup-2,,georjia,ohearn,missing,sydney,,5587 4321 7337 3957,39046.21,118,62512.8,103,18,m,85.921,India,Single,12
rec-5926-org,male,georgia,hearn,2607,sydney,04 8793 6865,5587 4321 7337 3957,39046.21,118,62512.8,103,18,m,85.921,India,Single,12
rec-5927-org,female,reganne,reid,2902,brisbane,04 3034 4342,4716 9091 5941 9182,44030.21,84,145473.0,53,59,f,76.971,united state of america,Married,6
rec-5928-org,male,pace,pribac,2602,melbourne,02 3044 7305,4556 5490 8237 3370,62506.40,26,27972.5,20,44,na,77.251,Australia,Single,52
rec-5929-org,male,pace,taubers,2602,perth,08 0711 8787,5143 1436 6928 6390,47905.02,93,99285.1,110,24,na,75.575,united state of america,Single,8
rec-5930-org,male,macey,conaghty,2602,melbourne,08 5575 0713,5398 2760 3165 9639,85719.97,41,32895.2,20,87,na,70.142,India,Widowed,41
rec-5931-org,male,shakira,geraghty,2602,melbourne,08 0958 7412,4539 3474 4900 6946,30124.59,67,76335.6,69,30,na,74.973,united state of america,Married,17
rec-5932-dup-0,,libbi,moody,1600,melbouahne,,5118 8807 2592 9247,58165.77,32,77022.4,78,30,f,80.294,united state of america,Divorced,33
rec-5932-org,male,libby,moody,2600,melbourne,04 8506 7791,5118 8807 2592 9247,58165.77,32,77022.4,78,30,f,80.294,united state of america,Divorced,33
rec-5933-dup-0,,charli,tiller,261e,sydney,,4532 2243 88488079,10047.44,28,56380.1,63,38,f,78.189,united state of america,Married,51
rec-5933-dup-1,female,charli,tiller,26q4,sydney,,4532 2243 88748 8079,10047.44,28,56380.1,3,38,f,78.189,united state of america,Married,51
rec-5933-dup-2,female,charli,tilleah,261e,sydney,,4532 2243 8848 8079,10047.44,28,56380.1,263,38,f,78.189,united state of america,Married,51
rec-5933-org,female,charlie,tiller,2614,sydney,02 2644 0580,4532 2243 8848 8079,10047.44,28,56380.1,63,38,f,78.189,united state of america,Married,51
rec-5934-dup-0,male,lucindw,popelieah,2608,melbourne,,3527 375 8751 4629,57039.57,71,73260.1,33,48,m,77.825,united state of america,Married,16
rec-5934-dup-1,male,lucinda,popeloer,missing,melborne,,3527 3785 8751 46249,57039.57,71,73260.1,33,48,m,77.825,united state of america,Married,16
rec-5934-dup-2,male,lukinda,popelier,2606,melbouahne,,3527 375 8751 4629,57039.57,71,73260.1,33,48,m,77.825,united state of america,Married,16
rec-5934-org,male,lucinda,popelier,2607,melbourne,03 7527 3899,3527 3785 8751 4629,57039.57,71,73260.1,33,48,m,77.825,united state of america,Married,16
rec-5935-dup-0,,holli,ckempe,29q3,perth,03 5695 3527,4916 4400 1084 4275,39447.80,73,45321.8,10,58,m,75.552,India,Married,53
rec-5935-dup-1,male,holly,kemp3,291w,pert,,4916 4400 1084 427,39447.80,73,45321.8,102,58,m,75.552,India,Married,53
rec-5935-dup-2,,holly,ckempe,missing,perth,,4916 4400 10844275,39447.80,73,45321.8,102,58,m,75.552,India,Married,53
rec-5935-org,male,holly,kempe,2913,perth,03 5695 3527,4916 4400 1084 4275,39447.80,73,45321.8,102,58,m,75.552,India,Married,53
rec-5936-dup-0,,eboni,peteahsen,2607,,,4532 4457 9205 4583,23598.40,12,139940.6,44,42,f,73.754,united state of america,Married,14
rec-5936-dup-1,,eboni,peteahsen,2607,sydnei,,4532 4457 9205 4583,23598.40,12,139940.6,44,42,f,73.754,united state of america,Married,14
rec-5936-org,female,ebony,petersen,2607,sydney,04 6832 5740,4532 4457 9205 4583,23598.40,12,139940.6,44,42,f,73.754,united state of america,Married,14
rec-5937-org,male,lauren,nguyen,2903,sydney,03 1137 8671,4532 0789 8204 1894,39724.44,14,63026.0,61,62,na,77.179,Australia,Single,14
rec-5938-dup-0,,bella,druit,2611,,,5355 073 1687 0022,38081.12,69,148330.4,30,50,na,75.145,japan,Divorced,43
rec-5938-dup-1,male,pella,druitt,2621,melbourne,,5355 0473 11687 0022,38081.12,69,148330.4,40,50,na,75.145,japan,Divorced,43
rec-5938-dup-2,male,bela,druitt,261q,melbourne,,5355 0473 41687 0022,38081.12,69,148330.4,730,50,na,75.145,japan,Divorced,43
rec-5938-org,male,bella,druitt,2611,melbourne,03 0313 4823,5355 0473 1687 0022,38081.12,69,148330.4,30,50,na,75.145,japan,Divorced,43
rec-5939-org,male,georgia,green,2606,melbourne,04 7819 3394,5132 2096 5365 3706,17406.14,62,72099.9,98,38,m,76.662,united state of america,Single,63
rec-5940-org,male,alexandra,warrior,2603,perth,04 7307 7374,4903 4197 2471 4227,64590.27,33,131967.4,41,54,f,79.611,Australia,Seperated,52
rec-5941-org,male,renee,webb,2611,perth,07 6994 1350,5540 4720 5857 0950,40122.67,80,28465.4,87,58,na,79.682,united state of america,Married,29
rec-5942-dup-0,female,aleandra,green,missing,sydndy,,5372 6299 3196 49915,30785.10,76,55573.1,29,69,m,74.010,united state of america,Widowed,53
rec-5942-org,female,alexandra,green,2906,sydney,07 8201 8277,5372 6299 3196 4915,30785.10,76,55573.1,29,69,m,74.010,united state of america,Widowed,53
rec-5943-dup-0,female,hplly,masom,2697,brisbane,,4341 815 6355 3640,37879.22,7,19083.6,93,42,na,82.828,united state of america,Divorced,7
rec-5943-org,female,holly,mason,2607,brisbane,03 7610 2576,4341 8159 6355 3640,37879.22,7,19083.6,93,42,na,82.828,united state of america,Divorced,7
rec-5944-dup-0,,georjia,maahshman,2615,sydneyu,,4929 1862 3735 0035,74606.70,17,34934.8,14,28,m,72.894,Australia,Single,33
rec-5944-dup-1,,georgia,marjhman,2615,sydbey,,4929 1862 3735 035,74606.70,17,34934.8,14,28,m,72.894,Australia,Single,33
rec-5944-org,male,georgia,marshman,2615,sydney,08 4333 0858,4929 1862 3735 0035,74606.70,17,34934.8,14,28,m,72.894,Australia,Single,33
rec-5945-dup-0,,chlo,wepb,2602,melbourne,,5162 1305 1286 0790,64526.97,24,30799.8,0,24,m,72.618,japan,Single,18
rec-5945-org,male,chloe,webb,2602,melbourne,08 7318 1242,5162 1305 1286 0790,64526.97,24,30799.8,40,24,m,72.618,japan,Single,18
rec-5946-dup-0,male,istabella,glinwtsis,2902,stydney,,4024 0071 533 0808,7023.62,48,123934.3,29,41,f,78.656,japan,Divorced,42
rec-5946-dup-1,,izabella,glinatsis,2902,sydnet,03 4014 8729,4024 0071 5373 90808,7023.62,48,123934.3,294,41,f,78.656,japan,Divorced,42
rec-5946-org,male,isabella,glinatsis,2902,sydney,03 4014 8729,4024 0071 5373 0808,7023.62,48,123934.3,29,41,f,78.656,japan,Divorced,42
rec-5947-dup-0,,orora,shelley,missing,pert,08 8717 8117,4916 5263 2869 421,60277.95,119,79728.9,60,24,m,80.981,united state of america,Single,19
rec-5947-dup-1,female,aurora,jhelley,2995,peahth,,4916 52632869 4921,60277.95,119,79728.9,60,24,m,80.981,united state of america,Single,19
rec-5947-org,female,aurora,shelley,2905,perth,08 8717 8117,4916 5263 2869 4921,60277.95,119,79728.9,60,24,m,80.981,united state of america,Single,19
rec-5948-org,male,sarah,basedow,2617,melbourne,07 0694 4961,4532 9167 7472 0813,37774.72,59,57921.6,53,89,f,77.322,united state of america,Married,52
rec-5949-org,female,kimberley,lowe,2914,melbourne,02 1702 7369,6011 1010 7792 7630,58716.81,0,42250.8,96,68,na,77.494,japan,Married,52
rec-5950-dup-0,,charlodte,george,missing,,02 9941 9499,5513 06513896 4145,46923.82,117,92768.3,43,19,m,74.267,Australia,Single,8
rec-5950-org,male,charlotte,george,2620,sydney,02 9941 9499,5513 0651 3896 4145,46923.82,117,92768.3,43,19,m,74.267,Australia,Single,8
rec-5951-dup-0,,ely,malinauzkas,2611,sydnbey,,4929 6442 9228 5900,56579.93,77,112042.8,55,36,f,72.106,Australia,Married,48
rec-5951-org,female,elly,malinauskas,2611,sydney,02 6668 6877,4929 6442 9228 5900,56579.93,77,112042.8,55,36,f,72.106,Australia,Married,48
rec-5952-org,male,emiily,godfrey,2617,melbourne,02 0833 0715,5224 8058 6836 0240,35555.96,34,91953.9,99,77,f,77.308,united state of america,Married,76
rec-5953-org,female,mhary,green,2602,sydney,08 4291 7601,4916 0705 6629 8756,70585.16,2,26488.0,24,56,m,77.114,Australia,Widowed,82
rec-5954-org,female,ella,beelitz,2617,brisbane,02 4597 8889,4532 3016 9453 3085,39343.83,32,32511.1,85,34,m,78.347,Australia,Single,71
rec-5955-org,female,emiily,paterson,2605,perth,02 2209 3637,5239 8794 3054 9013,34741.68,19,244810.6,82,55,f,71.820,Srilanka,Married,56
rec-5956-dup-0,,ela,lisiack,missing,sydnwy,08 2062 0178,5520 5465 1934 1558,59073.58,89,21357.8,18,43,f,69.895,japan,Single,6
rec-5956-dup-1,female,ela,liziak,29q3,sydnry,08 2062 0178,5520 5465 1934 1558,59073.58,89,21357.8,81,43,f,69.895,japan,Single,6
rec-5956-org,female,ella,lisiak,2913,sydney,08 2062 0178,5520 5465 1934 1558,59073.58,89,21357.8,18,43,f,69.895,japan,Single,6
rec-5957-org,male,georgina,fitzpatrick,2604,canberra,08 2984 4136,4486 4586 0893 4969,84722.03,43,126859.3,28,55,f,69.818,India,Married,63
rec-5958-dup-0,,atra,hague-roud,29o2,canberra,,4539 4877 0290 5705,31833.91,89,53889.4,34,44,na,78.686,united state of america,Married,33
rec-5958-org,female,tara,hague-rout,2902,canberra,02 0642 7339,4539 4877 0290 5705,31833.91,89,53889.4,34,44,na,78.686,united state of america,Married,33
rec-5959-dup-0,,jessika,nobke,2905,melbourne,,4556 2382 8800 5800,61253.77,26,36356.2,1910,45,m,75.356,Australia,Seperated,27
rec-5959-dup-1,,jejsica,nobld,2905,melbourne,,4556 2382 88003 5800,61253.77,26,36356.2,110,45,m,75.356,Australia,Seperated,27
rec-5959-dup-2,,zessica,nob1e,2905,,08 4759 5785,4556 2382 8800 58030,61253.77,26,36356.2,110,45,m,75.356,Australia,Seperated,27
rec-5959-org,male,jessica,noble,2905,melbourne,08 4759 5785,4556 2382 8800 5800,61253.77,26,36356.2,110,45,m,75.356,Australia,Seperated,27
rec-5960-dup-0,,lipby,medfed,missing,hobart,03 2462 8932,4929 19063 9796 8674,43682.51,105,118654.0,92,46,f,70.441,united state of america,Married,45
rec-5960-dup-1,,libby,metved,2606,hobar5,,929 1963 9796 8674,43682.51,105,118654.0,92,46,f,70.441,united state of america,Married,45
rec-5960-dup-2,female,lipby,medfed,2606,hobart,,49291963 9796 8674,43682.51,105,118654.0,29,46,f,70.441,united state of america,Married,45
rec-5960-org,female,libby,medved,2606,hobart,03 2462 8932,4929 1963 9796 8674,43682.51,105,118654.0,92,46,f,70.441,united state of america,Married,45
rec-5961-dup-0,,marli,mazon,2611,melbourn,07 4868 1391,3501 5052 2696 220,45732.52,7,35992.6,85,57,f,73.349,united state of america,Single,6
rec-5961-dup-1,male,marlea,mazon,2611,melbourn4,,3501 5052 2696 2120,45732.52,7,35992.6,65,57,f,73.349,united state of america,Single,6
rec-5961-org,male,marlee,mason,2611,melbourne,07 4868 1391,3501 5052 2696 2120,45732.52,7,35992.6,85,57,f,73.349,united state of america,Single,6
rec-5962-dup-0,,teal,mie1s,2627,zydney,,4532 8289 8220 2189,56998.43,56,61436.3,106,54,m,78.219,united state of america,Married,27
rec-5962-org,female,teal,miels,2617,sydney,07 5123 6609,4532 8289 8220 2189,56998.43,56,61436.3,106,54,m,78.219,united state of america,Married,27
rec-5963-org,male,olivia,blake,2913,melbourne,02 0928 7195,5117 2657 3702 7928,50621.10,107,45420.1,50,66,m,68.442,united state of america,Married,52
rec-5964-org,female,aleisha,leong,2604,canberra,07 2701 1146,6011 5933 4128 4865,39726.37,82,28190.0,43,39,na,71.752,united state of america,Divorced,48
rec-5965-dup-0,,alana,zhinnick,missing,melborne,,3568 8719 7459 1564,37241.20,117,40563.6,44,25,m,82.771,Australia,Divorced,37
rec-5965-dup-1,male,alana,sbinnick,2992,melbournr,,3568 8719 37459 1564,37241.20,117,40563.6,44,25,m,82.771,Australia,Divorced,37
rec-5965-dup-2,,alnaa,shinnick,2902,melbouahne,02 5079 8527,3568 719 7459 1564,37241.20,117,40563.6,4,25,m,82.771,Australia,Divorced,37
rec-5965-org,male,alana,shinnick,2902,melbourne,02 5079 8527,3568 8719 7459 1564,37241.20,117,40563.6,44,25,m,82.771,Australia,Divorced,37
rec-5966-dup-0,male,gemalei,donalds0n,26o6,sydney,,4486 7676 45384 6014,18481.08,61,85279.0,92,86,f,70.225,Australia,Married,16
rec-5966-org,male,gemaley,donaldson,2606,sydney,03 8152 1648,4486 7676 4584 6014,18481.08,61,85279.0,92,86,f,70.225,Australia,Married,16
rec-5967-dup-0,male,matilta,hilt0n,2607,sydnet,07 3270 4747,5473 645 7182 1762,59486.74,87,64374.1,63,51,na,64.708,Australia,Married,46
rec-5967-dup-1,,madilda,hilton,260t,sydney,,5473 6450 782 1762,59486.74,87,64374.1,63,51,na,64.708,Australia,Married,46
rec-5967-dup-2,male,matildu,ilton,2606,sytney,,5473 64507182 1762,59486.74,87,64374.1,63,51,na,64.708,Australia,Married,46
rec-5967-org,male,matilda,hilton,2606,sydney,07 3270 4747,5473 6450 7182 1762,59486.74,87,64374.1,63,51,na,64.708,Australia,Married,46
rec-5968-dup-0,female,carli,hskett,missing,sydneh,08 5513 1081,3536 5845 3046 709,45823.14,20,193176.3,69,30,f,66.880,Australia,Single,46
rec-5968-org,female,carly,haskett,2914,sydney,08 5513 1081,3536 5845 3046 9709,45823.14,20,193176.3,69,30,f,66.880,Australia,Single,46
rec-5969-dup-0,,zoe,feazt,2697,,02 9138 5611,5593 0773 3092 0703,79714.58,117,10482.9,01,57,f,79.767,Australia,Married,21
rec-5969-dup-1,,ze,feast,2607,sydneu,,5593 0773 3092 07703,79714.58,117,10482.9,101,57,f,79.767,Australia,Married,21
rec-5969-org,male,zoe,feast,2607,sydney,02 9138 5611,5593 0773 3092 0703,79714.58,117,10482.9,101,57,f,79.767,Australia,Married,21
rec-5970-dup-0,,emiili,comacchio,29p6,,,4556 2303 7937 5705,69360.77,72,43436.8,93,21,m,73.274,japan,Single,16
rec-5970-org,female,emiily,comacchio,2906,melbourne,02 3242 6589,4556 2303 7937 5705,69360.77,72,43436.8,93,21,m,73.274,japan,Single,16
rec-5971-org,female,chelsea,stronach,2904,melbourne,07 7787 5410,4716 4333 3431 8367,62634.76,27,21236.2,105,55,m,77.459,Srilanka,Single,16
rec-5972-org,male,charlotte,chandler,2615,sydney,03 5138 8691,5230 6025 7503 2135,30421.27,2,122336.7,81,58,f,71.883,Australia,Widowed,56
rec-5973-dup-0,,ckiera,nkuyen,2500,melbourne,03 8795 6309,45391888 5604 9155,70339.79,101,244524.2,48,48,f,73.646,united state of america,Married,21
rec-5973-dup-1,,ckiera,nkuyen,2690,melbourne,,4539 1888 5604 9155,70339.79,101,244524.2,48,48,f,73.646,united state of america,Married,21
rec-5973-dup-2,male,l<iera,nguyem,2600,melborne,03 8795 6309,4539 1888 5604 915,70339.79,101,244524.2,8,48,f,73.646,united state of america,Married,21
rec-5973-org,male,kiera,nguyen,2600,melbourne,03 8795 6309,4539 1888 5604 9155,70339.79,101,244524.2,48,48,f,73.646,united state of america,Married,21
rec-5974-org,female,sascha,andretzke,2614,sydney,07 4111 0784,3546 5267 6473 2813,41347.64,106,55681.4,51,65,na,68.420,Australia,Married,71
rec-5975-dup-0,,joahdan,hamon,2t00,melbourn4,,5382 5431 1435 7953,42797.44,39,63306.5,65,71,f,69.708,Australia,Widowed,9
rec-5975-dup-1,,jordn,amon,2600,melpourne,,5382 5431 1435 7953,42797.44,39,63306.5,65,71,f,69.708,Australia,Widowed,9
rec-5975-org,female,jordan,hamon,2600,melbourne,02 9314 6092,5382 5431 1435 7953,42797.44,39,63306.5,65,71,f,69.708,Australia,Widowed,9
rec-5976-dup-0,female,tavah,wite,missing,brijbane,04 4566 6451,4024 071 4743 2727,70744.38,116,45432.7,25,31,m,73.563,Australia,Single,60
rec-5976-org,female,tayah,white,2905,brisbane,04 4566 6451,4024 0071 4743 2727,70744.38,116,45432.7,25,31,m,73.563,Australia,Single,60
rec-5977-org,male,alana,bishop,2607,canberra,08 5173 3599,5594 7540 4964 8408,57146.21,33,43643.9,41,41,f,73.748,India,Married,67
rec-5978-org,male,gracie,michelmore,2905,sydney,03 2127 7824,4486 4674 1397 1116,73505.65,76,160961.7,50,75,f,79.481,united state of america,Widowed,70
rec-5979-dup-0,,nasyah,shatbolt,261w,hbart,,4929 6148 9029 8449,50473.97,11,127262.8,96,33,f,79.059,united state of america,Seperated,7
rec-5979-dup-1,female,nasyah,shadb9lt,missing,hobaaht,,4929 6148 9029 8449,50473.97,11,127262.8,91,33,f,79.059,united state of america,Seperated,7
rec-5979-dup-2,,nasya,zhadbolt,2612,hobart,,4929 6148 97029 8449,50473.97,11,127262.8,96,33,f,79.059,united state of america,Seperated,7
rec-5979-org,female,nasyah,shadbolt,2612,hobart,03 0098 4582,4929 6148 9029 8449,50473.97,11,127262.8,96,33,f,79.059,united state of america,Seperated,7
rec-5980-dup-0,female,olly,broasby,26q4,petth,,4556 6441 4724 2700,64500.59,74,68307.4,82,23,m,71.197,united state of america,Single,73
rec-5980-org,female,holly,broadby,2614,perth,04 5757 0193,4556 6441 4724 2700,64500.59,74,68307.4,82,23,m,71.197,united state of america,Single,73
rec-5981-dup-0,male,katleen,jefries,26p3,melvourne,02 3653 7927,4024 0071 8875 9426,89180.92,95,41544.7,864,55,m,76.818,united state of america,Married,56
rec-5981-org,male,kathleen,jeffries,2603,melbourne,02 3653 7927,4024 0071 8875 9426,89180.92,95,41544.7,86,55,m,76.818,united state of america,Married,56
rec-5982-org,female,karlee,mason,2902,canberra,04 2398 2730,4929 9908 3815 4427,64940.15,96,65984.7,59,32,na,73.338,Australia,Single,53
rec-5983-dup-0,,ema,claahke,2615,melbo8rne,,4917 6443 9909 4449,78330.81,43,29468.4,74,48,na,69.443,japan,Divorced,7
rec-5983-org,male,emma,clarke,2615,melbourne,08 8251 6308,4917 6443 9909 4449,78330.81,43,29468.4,74,48,na,69.443,japan,Divorced,7
rec-5984-dup-0,male,a|isa,cokrane,missing,sytney,04 2997 2782,5123 0641 0051 7249,42479.60,103,118291.3,9,57,na,76.360,India,Divorced,5
rec-5984-org,male,alisa,cochrane,2605,sydney,04 2997 2782,5123 0641 0051 7249,42479.60,103,118291.3,91,57,na,76.360,India,Divorced,5
rec-5985-dup-0,female,kaidlin,zeewraj,2613,syfney,,4539 9618 5465 5581,30946.56,96,49503.1,61,51,m,82.709,japan,Married,56
rec-5985-org,female,kaitlin,seewraj,2614,sydney,08 1901 9129,4539 9618 5465 5581,30946.56,96,49503.1,61,51,m,82.709,japan,Married,56
rec-5986-org,female,maya,matthews,2607,sydney,07 9388 4815,5309 4838 6669 7597,70321.64,23,22640.7,23,40,f,80.790,Australia,Married,48
rec-5987-org,female,ellen,lengerink,2605,melbourne,07 4019 2212,4716 4326 9095 1670,61746.12,52,28528.3,93,64,na,68.910,united state of america,Married,21
rec-5988-org,female,hayley,horswill,2615,sydney,04 4610 3520,4024 0071 9630 3068,49966.30,75,36695.0,79,40,f,83.786,united state of america,Divorced,27
rec-5989-dup-0,male,nakoya,bisthop,2905,jydney,,5314 8764 0189 0788,58158.03,42,71771.1,483,27,f,84.924,united state of america,Single,73
rec-5989-org,male,nacoya,bishop,2905,sydney,07 3921 8085,5314 8764 0189 0788,58158.03,42,71771.1,48,27,f,84.924,united state of america,Single,73
rec-5990-dup-0,,sans,derihertog,2602,melbourne,,5437 5002 5191 4462,70497.38,47,46477.8,332,16,f,80.497,united state of america,Single,71
rec-5990-org,female,sana,denhertog,2602,melbourne,04 3103 1009,5437 5002 5191 4462,70497.38,47,46477.8,32,16,f,80.497,united state of america,Single,71
rec-5991-dup-0,,julianw,pollidoro,2615,sydney,,55063 4119 0853 3448,34790.25,89,50429.6,24,27,na,81.003,Australia,Single,48
rec-5991-org,female,juliana,pollidorou,2615,sydney,02 6939 7043,5506 4119 0853 3448,34790.25,89,50429.6,24,27,na,81.003,Australia,Single,48
rec-5992-dup-0,,pariz,wizeman,2615,perth,,3569 7343 3613 1926,31495.84,108,33199.3,3,26,f,73.852,Australia,Married,64
rec-5992-dup-1,female,pariz,wisteman,2615,perth,,3569 7343 34613 1926,31495.84,108,33199.3,35,26,f,73.852,Australia,Married,64
rec-5992-dup-2,female,pariz,wiseman,missing,perth,,3569 73843 3613 1926,31495.84,108,33199.3,63,26,f,73.852,Australia,Married,64
rec-5992-org,female,paris,wiseman,2615,perth,02 4649 8298,3569 7343 3613 1926,31495.84,108,33199.3,36,26,f,73.852,Australia,Married,64
rec-5993-org,male,mia,reid,2905,melbourne,03 8486 5369,5367 8795 7685 7794,60032.64,64,75197.6,68,41,f,76.272,India,Divorced,33
rec-5994-dup-0,,eather,tenholm,2611,jydney,,5523 4202 1425 5868,53976.58,17,44871.8,106,48,m,67.794,Australia,Married,21
rec-5994-org,female,heather,denholm,2611,sydney,02 9044 7249,5523 4202 1425 5868,53976.58,17,44871.8,106,48,m,67.794,Australia,Married,21
rec-5995-dup-0,female,amper,dion,2601,sydny,,4716 8105 6049 8494,59077.94,110,52557.0,104,63,m,82.243,japan,Married,29
rec-5995-dup-1,female,amper,diecson,2601,sydneu,,4716 8105 6049 8494,59077.94,110,52557.0,104,63,m,82.243,japan,Married,29
rec-5995-org,female,amber,dixon,2602,sydney,04 6283 7102,4716 8105 6049 8494,59077.94,110,52557.0,104,63,m,82.243,japan,Married,29
rec-5996-dup-0,female,carlotte,lixacz,2906,zydney,,3516 750 1607 9443,52442.90,31,70458.3,15,62,na,70.821,japan,Married,57
